"Domain","UniqueName","Name","Enabled","ParentUniqueName"
"unspsc","26101708","Cam followers","261017","Yes"
"unspsc","26101759","Starter adapters","261017","Yes"
"unspsc","26101748","Engine flywheel","261017","Yes"
"unspsc","26101733","Carburetor jet","261017","Yes"
"unspsc","26101721","Engine pulleys","261017","Yes"
"unspsc","26101709","Camshaft lifters","261017","Yes"
"unspsc","26101749","Crankshaft","261017","Yes"
"unspsc","26101734","Carburetor diaphragms","261017","Yes"
"unspsc","26101760","Choke rods","261017","Yes"
"unspsc","26101761","Camshaft plugs","261017","Yes"
"unspsc","26101762","Engine component linkages","261017","Yes"
"unspsc","26101763","Freeze plugs","261017","Yes"
"unspsc","26101764","Cylinder liners","261017","Yes"
"unspsc","26101765","Vibration dampers","261017","Yes"
"unspsc","26101766","Governors","261017","Yes"
"unspsc","261117","Batteries and cells and accessories","2611","Yes"
"unspsc","261116","Power generators","2611","Yes"
"unspsc","261121","Industrial braking systems","2611","Yes"
"unspsc","261115","Kinetic power transmission","2611","Yes"
"unspsc","261119","Clutches","2611","Yes"
"unspsc","261118","Drive components","2611","Yes"
"unspsc","261120","Clutch parts and accessories","2611","Yes"
"unspsc","26101903","Camshaft","261019","Yes"
"unspsc","26101904","Fuel injection nozzle","261019","Yes"
"unspsc","26101905","Cylinder block","261019","Yes"
"unspsc","26111530","Transmission cam","261115","Yes"
"unspsc","26111518","Tension strut","261115","Yes"
"unspsc","26111505","Chain drives","261115","Yes"
"unspsc","26111531","Transmission sleeves","261115","Yes"
"unspsc","26111519","Torque converters","261115","Yes"
"unspsc","26111506","Linear motion devices","261115","Yes"
"unspsc","26111532","Shaft supports or assemblies","261115","Yes"
"unspsc","26111520","Trunnions","261115","Yes"
"unspsc","26111508","Power take offs","261115","Yes"
"unspsc","26111533","Chain tensioners","261115","Yes"
"unspsc","26111521","Pusher head","261115","Yes"
"unspsc","26111509","Transmission yokes","261115","Yes"
"unspsc","26111534","Transmission hubs","261115","Yes"
"unspsc","26111522","Pusher assembly","261115","Yes"
"unspsc","26111510","Transmission shafts","261115","Yes"
"unspsc","26111535","Ballscrews or ballscrew assemblies","261115","Yes"
"unspsc","26111523","Backstops","261115","Yes"
"unspsc","26111512","Axles","261115","Yes"
"unspsc","26111524","Gear units","261115","Yes"
"unspsc","26111513","Power transmission chains","261115","Yes"
"unspsc","26111525","Drum motor drives","261115","Yes"
"unspsc","26111514","Knuckle joints","261115","Yes"
"unspsc","26111527","Integrated motion control systems","261115","Yes"
"unspsc","26111515","Servo controller","261115","Yes"
"unspsc","26111528","Hydrostatic drives","261115","Yes"
"unspsc","26111516","Step drive or stepper drive or step indexer","261115","Yes"
"unspsc","26111503","Mechanical adjustable speed drive","261115","Yes"
"unspsc","26111529","Hydrokinetic drives","261115","Yes"
"unspsc","26111517","Planet carrier","261115","Yes"
"unspsc","26111504","Belt drives","261115","Yes"
"unspsc","26111606","Hydraulic generators","261116","Yes"
"unspsc","26111607","Solar generators","261116","Yes"
"unspsc","26111608","Steam generators","261116","Yes"
"unspsc","26111601","Diesel generators","261116","Yes"
"unspsc","26111602","Hydro electric generators","261116","Yes"
"unspsc","26111603","Wind generators","261116","Yes"
"unspsc","26111604","Gas generators","261116","Yes"
"unspsc","26111605","Thermal generators","261116","Yes"
"unspsc","26111719","Battery testers","261117","Yes"
"unspsc","26111708","Nickel iron batteries","261117","Yes"
"unspsc","26111720","Battery holders","261117","Yes"
"unspsc","26111709","Nickel cadmium batteries","261117","Yes"
"unspsc","26111721","Nickel metal hydride batteries","261117","Yes"
"unspsc","26111710","Product specific battery packs","261117","Yes"
"unspsc","26111722","Battery adapter or accessories","261117","Yes"
"unspsc","26111711","Lithium batteries","261117","Yes"
"unspsc","26111723","Battery cabinets or covers or doors","261117","Yes"
"unspsc","26111712","Nickel hydrogen batteries","261117","Yes"
"unspsc","26111701","Rechargeable batteries","261117","Yes"
"unspsc","26111724","Tool kits for batteries","261117","Yes"
"unspsc","26111713","Thermal batteries","261117","Yes"
"unspsc","26111702","Alkaline batteries","261117","Yes"
"unspsc","26111725","Nickel sodium chloride batteries","261117","Yes"
"unspsc","26111714","Zinc air","261117","Yes"
"unspsc","26111703","Vehicle batteries","261117","Yes"
"unspsc","26111726","Fluorescent ballast battery unit","261117","Yes"
"unspsc","26111715","Zinc coal battery","261117","Yes"
"unspsc","26111704","Battery chargers","261117","Yes"
"unspsc","26111716","Mercury oxide battery","261117","Yes"
"unspsc","26111705","Dry cell batteries","261117","Yes"
"unspsc","26111717","Manganese batteries","261117","Yes"
"unspsc","26111706","Electronic batteries","261117","Yes"
"unspsc","26111718","Silver oxide batteries","261117","Yes"
"unspsc","26111707","Lead acid batteries","261117","Yes"
"unspsc","26111803","Round belts","261118","Yes"
"unspsc","26111804","Flat belts","261118","Yes"
"unspsc","26111805","Belt tensioners","261118","Yes"
"unspsc","26111806","Transmission pulleys","261118","Yes"
"unspsc","26111807","Timing pulley","261118","Yes"
"unspsc","26111808","Trantorque","261118","Yes"
"unspsc","26111809","Belt guards","261118","Yes"
"unspsc","26111810","Timing pulley flanges","261118","Yes"
"unspsc","26111801","V belts","261118","Yes"
"unspsc","26111802","Geared timing belts","261118","Yes"
"unspsc","26112001","Pressure plate","261120","Yes"
"unspsc","26112002","Driven plate","261120","Yes"
"unspsc","26112003","Clutch plates","261120","Yes"
"unspsc","26112004","Clutch repair kits","261120","Yes"
"unspsc","26111903","Centrifugal clutch","261119","Yes"
"unspsc","26111904","Semi centrifugal clutch","261119","Yes"
"unspsc","26111905","Free wheel clutch","261119","Yes"
"unspsc","26111907","Fluid coupling","261119","Yes"
"unspsc","26111908","Cam clutches","261119","Yes"
"unspsc","26111909","Electrical clutches","261119","Yes"
"unspsc","26111910","Hydraulic clutches","261119","Yes"
"unspsc","26111901","Plate clutches","261119","Yes"
"unspsc","26111902","Diaphragm clutch","261119","Yes"
"unspsc","261217","Wiring harness","2612","Yes"
"unspsc","261215","Electrical wire","2612","Yes"
"unspsc","261216","Electrical cable and accessories","2612","Yes"
"unspsc","26121517","Copper wire","261215","Yes"
"unspsc","26121539","Hook up wires","261215","Yes"
"unspsc","26121519","Copper clad aluminum wire","261215","Yes"
"unspsc","26121540","Galvanized wire","261215","Yes"
"unspsc","26121520","Copper steel wire","261215","Yes"
"unspsc","26121541","Bus conductors","261215","Yes"
"unspsc","26121521","Bronze wire","261215","Yes"
"unspsc","26121501","Heating wire","261215","Yes"
"unspsc","26121542","Installation wire","261215","Yes"
"unspsc","26121522","Bare wire","261215","Yes"
"unspsc","26121505","Fixture wire","261215","Yes"
"unspsc","26121543","Heat resistant wire","261215","Yes"
"unspsc","26121523","Covered but not insulated wire","261215","Yes"
"unspsc","26121507","Radio or television wire","261215","Yes"
"unspsc","26121524","Insulated or covered wire","261215","Yes"
"unspsc","26121508","Automotive or aircraft wire","261215","Yes"
"unspsc","26121532","Inter connect wire","261215","Yes"
"unspsc","26121509","Magnet wire","261215","Yes"
"unspsc","26121533","Kaptan wire","261215","Yes"
"unspsc","26121510","Trolley wire","261215","Yes"
"unspsc","26121534","Polymide wire","261215","Yes"
"unspsc","26121514","Underground wire","261215","Yes"
"unspsc","26121538","Wire assembly","261215","Yes"
"unspsc","26121536","Extension cord","261215","Yes"
"unspsc","26121515","Silicon asbestos SA wire","261215","Yes"
"unspsc","26112105","Electrical braking systems","261121","Yes"
"unspsc","26112101","Air or pneumatic braking systems","261121","Yes"
"unspsc","26112102","Hydraulic braking systems","261121","Yes"
"unspsc","26112103","Mechanical braking systems","261121","Yes"
"unspsc","26112104","Braking clutch assemblies","261121","Yes"
"unspsc","26121642","Instrumentation Cable","261216","Yes"
"unspsc","26121631","Outside plant coaxial cable","261216","Yes"
"unspsc","26121617","Triaxial cable","261216","Yes"
"unspsc","26121606","Coaxial cable","261216","Yes"
"unspsc","26121632","Outside plant communications cable","261216","Yes"
"unspsc","26121618","Crosslinked polykaene cable","261216","Yes"
"unspsc","26121607","Fiber optic cable","261216","Yes"
"unspsc","26121633","Outside plant telecommunications cable","261216","Yes"
"unspsc","26121619","Floropolymer cable","261216","Yes"
"unspsc","26121608","Aerial cable","261216","Yes"
"unspsc","26121634","Copper cable","261216","Yes"
"unspsc","26121620","Inter connect cable","261216","Yes"
"unspsc","26121609","Network cable","261216","Yes"
"unspsc","26121635","Cable reels","261216","Yes"
"unspsc","26121621","Kaptan cable","261216","Yes"
"unspsc","26121610","Bronze cable","261216","Yes"
"unspsc","26121636","Power cord","261216","Yes"
"unspsc","26121622","Polymide cable","261216","Yes"
"unspsc","26121611","Bare cable","261216","Yes"
"unspsc","26121637","Outdoor fiber optics cable","261216","Yes"
"unspsc","26121623","Radio frequency RF cable","261216","Yes"
"unspsc","26121612","Covered but not insulated cable","261216","Yes"
"unspsc","26121601","Heating cable","261216","Yes"
"unspsc","26121638","Crimping materials","261216","Yes"
"unspsc","26121624","Ribbon or flat cable","261216","Yes"
"unspsc","26121613","Insulated or covered cable","261216","Yes"
"unspsc","26121602","Submarine cable","261216","Yes"
"unspsc","26121639","Combined or customized multi cables","261216","Yes"
"unspsc","26121628","Screened cables","261216","Yes"
"unspsc","26121614","Building cable","261216","Yes"
"unspsc","26121603","Control cable","261216","Yes"
"unspsc","26121641","Installation cables","261216","Yes"
"unspsc","26121630","Cable accessories","261216","Yes"
"unspsc","26121616","Telecommunications cable","261216","Yes"
"unspsc","26121605","Automotive or aircraft cable","261216","Yes"
"unspsc","26121640","Heat resistant cables","261216","Yes"
"unspsc","26121629","Power cable","261216","Yes"
"unspsc","26121615","Power cable for direct burial","261216","Yes"
"unspsc","26121604","Signal cable","261216","Yes"
"unspsc","26121701","Panel wiring harness","261217","Yes"
"unspsc","26121702","Trunk wiring harness","261217","Yes"
"unspsc","26121703","Communication wiring harness","261217","Yes"
"unspsc","26121704","Specialty wiring harness","261217","Yes"
"unspsc","26121705","Fiber optic cable assembly","261217","Yes"
"unspsc","261317","Power generation monitoring or detecting equipment","2613","Yes"
"unspsc","261316","Exhaust structures or screening equipment","2613","Yes"
"unspsc","261315","Power plants","2613","Yes"
"unspsc","261318","Power generation control equipment","2613","Yes"
"unspsc","26131503","Hydro power plants","261315","Yes"
"unspsc","26131504","Gas power plants","261315","Yes"
"unspsc","26131505","Marine power plants","261315","Yes"
"unspsc","26131506","Petrol power plants","261315","Yes"
"unspsc","26131507","Solar power plants","261315","Yes"
"unspsc","26131508","Steam power plants","261315","Yes"
"unspsc","26131509","Wind power plants","261315","Yes"
"unspsc","26131510","Thermal power plants","261315","Yes"
"unspsc","26131502","Geothermal power plants","261315","Yes"
"unspsc","26131501","Diesel power plants","261315","Yes"
"unspsc","26131612","Exhaust outlet ducts","261316","Yes"
"unspsc","26131613","Exhaust duct expansion joints","261316","Yes"
"unspsc","26131614","Stack closure dampers","261316","Yes"
"unspsc","26131615","Exhaust diversion dampers","261316","Yes"
"unspsc","26131604","Fixed screens","261316","Yes"
"unspsc","26131616","Exhaust isolation dampers","261316","Yes"
"unspsc","26131605","Intake structures","261316","Yes"
"unspsc","26131606","Steel exhaust stack","261316","Yes"
"unspsc","26131607","Concrete exhaust stacks","261316","Yes"
"unspsc","26131601","Traveling water screens","261316","Yes"
"unspsc","26131602","Stop logs","261316","Yes"
"unspsc","26131611","Silencer sections","261316","Yes"
"unspsc","26131603","Water trash racks","261316","Yes"
"unspsc","26131608","Flare or vent stacks","261316","Yes"
"unspsc","26131609","Exhaust inlet stacks","261316","Yes"
"unspsc","26131610","Bypass stacks","261316","Yes"
"unspsc","26131702","Gas turbine combustion system flame detectors","261317","Yes"
"unspsc","26131701","Combustible or hazardous gas detectors for power generators","261317","Yes"
"unspsc","26131801","Electrical control panels for generators","261318","Yes"
"unspsc","26131802","Compressor control panels","261318","Yes"
"unspsc","26131803","Generator control or protection panels","261318","Yes"
"unspsc","26131804","Gas turbine control panels","261318","Yes"
"unspsc","26131807","Steam turbines control panels","261318","Yes"
"unspsc","26131808","Substation load control switchgears","261318","Yes"
"unspsc","26131811","Current limiting reactors","261318","Yes"
"unspsc","26131812","Gas insulated switchgears","261318","Yes"
"unspsc","26131813","Switchyard disconnect switches","261318","Yes"
"unspsc","26131814","Switchyard surge arrestors","261318","Yes"
"unspsc","261416","Subcritical assembly equipment","2614","Yes"
"unspsc","261424","Radioactive waste equipment","2614","Yes"
"unspsc","261423","Radiation shielding equipment","2614","Yes"
"unspsc","261417","Dosimetry equipment","2614","Yes"
"unspsc","261421","Nuclear reactor equipment","2614","Yes"
"unspsc","261422","Nuclear fuel equipment","2614","Yes"
"unspsc","261420","Irradiation equipment","2614","Yes"
"unspsc","261419","Industrial nucleonic instruments","2614","Yes"
"unspsc","261418","Hot cell devices","2614","Yes"
"unspsc","26141601","Subcritical assembly fuel","261416","Yes"
"unspsc","26141602","Subcritical assembly components","261416","Yes"
"unspsc","26141603","Subcritical assembly moderator","261416","Yes"
"unspsc","26141701","Ionization chamber dosimeters","261417","Yes"
"unspsc","26141702","Dosimeters","261417","Yes"
"unspsc","26141703","Secondary standard dosimetry systems","261417","Yes"
"unspsc","26141704","Phantom dosimeters","261417","Yes"
"unspsc","26141802","Hot cell remote viewing device","261418","Yes"
"unspsc","26141803","Hot cell shielding doors","261418","Yes"
"unspsc","26141804","Hot cell samplers","261418","Yes"
"unspsc","26141805","Hot cell sample processing equipment","261418","Yes"
"unspsc","26141806","Hot cell special tools","261418","Yes"
"unspsc","26141807","Hot cell lead glass windows","261418","Yes"
"unspsc","26141801","Hot cell remote handling equipment","261418","Yes"
"unspsc","26141808","Hot cell decontamination systems","261418","Yes"
"unspsc","26141809","Hot cell penetration devices","261418","Yes"
"unspsc","26141904","Industrial nucleonic liquid level gauges","261419","Yes"
"unspsc","26141905","Industrial nucleonic mass per unit ore measuring systems","261419","Yes"
"unspsc","26141906","Industrial nucleonic moisture measuring systems","261419","Yes"
"unspsc","26141907","Industrial nucleonic thickness measuring systems","261419","Yes"
"unspsc","26141908","Industrial nucleonic flow measuring systems","261419","Yes"
"unspsc","26141909","Isotope separators","261419","Yes"
"unspsc","26141902","Beta gauge measuring systems","261419","Yes"
"unspsc","26141910","Isotope production facilities","261419","Yes"
"unspsc","26141911","Isotope calibrator activity meters","261419","Yes"
"unspsc","26141901","Industrial nucleonic airborne dust measuring systems","261419","Yes"
"unspsc","26142003","NIM nuclear electronic units","261420","Yes"
"unspsc","26142004","Neutron irradiators","261420","Yes"
"unspsc","26142005","Irradiation testing capsules","261420","Yes"
"unspsc","26142006","Irradiation sample transfer system","261420","Yes"
"unspsc","26142007","Neutron generators","261420","Yes"
"unspsc","26142002","Magnet systems","261420","Yes"
"unspsc","26142001","Irradiation gamma sources","261420","Yes"
"unspsc","26142101","Nuclear reactor specimen irradiation containers","261421","Yes"
"unspsc","26142106","Nuclear reactor control rod systems","261421","Yes"
"unspsc","26142108","Nuclear reactor in core neutron flux instrumentation","261421","Yes"
"unspsc","26142117","Nuclear reactor earthquake instrumentation","261421","Yes"
"unspsc","26142201","Nuclear fuel cladding tubes","261422","Yes"
"unspsc","26142202","Nuclear fuel element failure detection systems","261422","Yes"
"unspsc","26142312","Lead for radiation shielding","261423","Yes"
"unspsc","26142302","Lead screens","261423","Yes"
"unspsc","26142303","Film badges","261423","Yes"
"unspsc","26142304","Radiographic equipment","261423","Yes"
"unspsc","26142306","Shielded containers for radiation protection","261423","Yes"
"unspsc","26142311","Radiation shielding windows","261423","Yes"
"unspsc","26142307","Lead chambers or safes for radiation protection","261423","Yes"
"unspsc","26142308","Lead bricks for radiation protection","261423","Yes"
"unspsc","26142310","Glove boxes for radiation protection","261423","Yes"
"unspsc","26142401","Radioactive waste treatment compactors or incinerators","261424","Yes"
"unspsc","26142402","Nuclear radiation absorbers","261424","Yes"
"unspsc","26142403","Atomic energy evaporators or concentrators or dryers","261424","Yes"
"unspsc","26142404","Door interlocking systems","261424","Yes"
"unspsc","26142405","Radioactive waste dosage systems","261424","Yes"
"unspsc","26142406","Radioactive waste solidification systems","261424","Yes"
"unspsc","26142407","Radioactive waste disposal systems","261424","Yes"
"unspsc","26142408","Radioactive waste treatment facilities","261424","Yes"
"unspsc","2711","Hand tools","27","Yes"
"unspsc","2712","Hydraulic machinery and equipment","27","Yes"
"unspsc","2714","Automotive specialty tools","27","Yes"
"unspsc","2713","Pneumatic machinery and equipment","27","Yes"
"unspsc","271115","Cutting and crimping and punching tools","2711","Yes"
"unspsc","271121","Holding and clamping tools","2711","Yes"
"unspsc","271125","Prying and bending tools","2711","Yes"
"unspsc","271122","Masonry and concrete tools","2711","Yes"
"unspsc","271124","Fastener setting tools","2711","Yes"
"unspsc","271129","Dispensing tools","2711","Yes"
"unspsc","271128","Tool attachments and accessories","2711","Yes"
"unspsc","271127","Power tools","2711","Yes"
"unspsc","271131","Pulling tools","2711","Yes"
"unspsc","271132","Tool kits","2711","Yes"
"unspsc","271130","Brushes","2711","Yes"
"unspsc","271116","Forming tools","2711","Yes"
"unspsc","271119","Rough and finishing tools","2711","Yes"
"unspsc","271118","Measuring and layout tools","2711","Yes"
"unspsc","271117","Wrenches and drivers","2711","Yes"
"unspsc","271120","Agriculture, forestry and garden handtools","2711","Yes"
"unspsc","271126","Sealing tools","2711","Yes"
"unspsc","271123","Marking tools","2711","Yes"
"unspsc","27111501","Knife blades","271115","Yes"
"unspsc","27111502","Razor knives","271115","Yes"
"unspsc","27111503","Utility knives","271115","Yes"
"unspsc","27111529","Insulated scissors","271115","Yes"
"unspsc","27111518","Wire lug crimping tool","271115","Yes"
"unspsc","27111507","Metal cutters","271115","Yes"
"unspsc","27111530","Fishmonger scissors","271115","Yes"
"unspsc","27111519","Tinners snips","271115","Yes"
"unspsc","27111508","Saws","271115","Yes"
"unspsc","27111531","Hair scissors","271115","Yes"
"unspsc","27111520","Nut splitters","271115","Yes"
"unspsc","27111509","Augers","271115","Yes"
"unspsc","27111521","Nibblers","271115","Yes"
"unspsc","27111510","Stripping tools","271115","Yes"
"unspsc","27111522","Flaring tool","271115","Yes"
"unspsc","27111511","Wire cutters","271115","Yes"
"unspsc","27111523","Glass scraper","271115","Yes"
"unspsc","27111512","Bolt cutters","271115","Yes"
"unspsc","27111504","Pocket knives","271115","Yes"
"unspsc","27111524","Rivet cutter","271115","Yes"
"unspsc","27111513","Hose cutter","271115","Yes"
"unspsc","27111525","Pincers","271115","Yes"
"unspsc","27111514","Glass cutters","271115","Yes"
"unspsc","27111526","Deburring tool","271115","Yes"
"unspsc","27111515","Hand or push drill","271115","Yes"
"unspsc","27111527","Wad punch","271115","Yes"
"unspsc","27111516","Punching pliers","271115","Yes"
"unspsc","27111505","Punches or nail sets or drifts","271115","Yes"
"unspsc","27111528","Angle cutter","271115","Yes"
"unspsc","27111517","Knife blade sets or dispensers","271115","Yes"
"unspsc","27111506","Shears","271115","Yes"
"unspsc","27111605","Picks","271116","Yes"
"unspsc","27111607","Swaging tools","271116","Yes"
"unspsc","27111608","Manual wire straighteners","271116","Yes"
"unspsc","27111609","Electric wire straighteners","271116","Yes"
"unspsc","27111610","Hammer and mallet components","271116","Yes"
"unspsc","27111611","Stonemason hammer","271116","Yes"
"unspsc","27111612","Non sparking hammer or mallet","271116","Yes"
"unspsc","27111613","Non sparking hatchet","271116","Yes"
"unspsc","27111601","Mallets","271116","Yes"
"unspsc","27111614","Non sparking pick","271116","Yes"
"unspsc","27111602","Hammers","271116","Yes"
"unspsc","27111603","Anvils","271116","Yes"
"unspsc","27111604","Hatchets","271116","Yes"
"unspsc","27111713","Combination wrenches","271117","Yes"
"unspsc","27111702","Nut drivers","271117","Yes"
"unspsc","27111737","Hand push automatic screwdriver","271117","Yes"
"unspsc","27111726","Spanner wrenches","271117","Yes"
"unspsc","27111714","Specialty wrenches","271117","Yes"
"unspsc","27111703","Socket sets","271117","Yes"
"unspsc","27111738","Voltage tester screwdriver","271117","Yes"
"unspsc","27111727","Chuck keys","271117","Yes"
"unspsc","27111715","Torque wrenches","271117","Yes"
"unspsc","27111704","Sockets","271117","Yes"
"unspsc","27111739","Torque screwdriver","271117","Yes"
"unspsc","27111728","Screwdriver set","271117","Yes"
"unspsc","27111716","Torx keys","271117","Yes"
"unspsc","27111705","Box end wrenches","271117","Yes"
"unspsc","27111740","Telescoping screwdriver","271117","Yes"
"unspsc","27111729","Wrench set","271117","Yes"
"unspsc","27111717","Pipe extractors","271117","Yes"
"unspsc","27111706","Open end wrenches","271117","Yes"
"unspsc","27111741","Interchangeable rod screwdriver","271117","Yes"
"unspsc","27111730","Double ended swivel wrench","271117","Yes"
"unspsc","27111718","Tap extractors","271117","Yes"
"unspsc","27111707","Adjustable wrenches","271117","Yes"
"unspsc","27111731","Precision screwdriver","271117","Yes"
"unspsc","27111720","T handle tap wrenches","271117","Yes"
"unspsc","27111708","Pipe wrenches","271117","Yes"
"unspsc","27111732","Non sparking screwdriver","271117","Yes"
"unspsc","27111721","Cranks","271117","Yes"
"unspsc","27111709","Screw extractors","271117","Yes"
"unspsc","27111733","Flexible rod screwdriver","271117","Yes"
"unspsc","27111722","Die stocks","271117","Yes"
"unspsc","27111710","Hex keys","271117","Yes"
"unspsc","27111734","Multiple tip screwdriver","271117","Yes"
"unspsc","27111723","Tube wrenches","271117","Yes"
"unspsc","27111711","Ratchets","271117","Yes"
"unspsc","27111735","Ratchet screwdriver","271117","Yes"
"unspsc","27111724","Hook wrenches","271117","Yes"
"unspsc","27111712","Pullers","271117","Yes"
"unspsc","27111701","Screwdrivers","271117","Yes"
"unspsc","27111736","Insulated screwdriver","271117","Yes"
"unspsc","27111725","Offset socket wrenches","271117","Yes"
"unspsc","27111807","Straight edges","271118","Yes"
"unspsc","27111809","Bevels","271118","Yes"
"unspsc","27111810","Stud finders","271118","Yes"
"unspsc","27111811","Folding ruler","271118","Yes"
"unspsc","27111812","Long tape ruler","271118","Yes"
"unspsc","27111801","Tape measures","271118","Yes"
"unspsc","27111802","Levels","271118","Yes"
"unspsc","27111803","Squares","271118","Yes"
"unspsc","27111804","Plumb bobs","271118","Yes"
"unspsc","27111806","Nail or router gauges","271118","Yes"
"unspsc","27111907","Wire brushes","271119","Yes"
"unspsc","27111908","Sharpening stones or tools or kits","271119","Yes"
"unspsc","27111909","Spatulas","271119","Yes"
"unspsc","27111910","Burins","271119","Yes"
"unspsc","27111911","Cross cut chisels","271119","Yes"
"unspsc","27111912","Wood gouge","271119","Yes"
"unspsc","27111913","Edge trimmer","271119","Yes"
"unspsc","27111901","Cold chisels","271119","Yes"
"unspsc","27111902","Files","271119","Yes"
"unspsc","27111903","Planes","271119","Yes"
"unspsc","27111904","Rasps","271119","Yes"
"unspsc","27111905","Grinders","271119","Yes"
"unspsc","27111914","Bull point chisel","271119","Yes"
"unspsc","27111906","Wood chisels","271119","Yes"
"unspsc","27111915","Stonemason chisel","271119","Yes"
"unspsc","27112013","Post hole digger","271120","Yes"
"unspsc","27112002","Spades","271120","Yes"
"unspsc","27112014","Lawnmowers","271120","Yes"
"unspsc","27112003","Rakes","271120","Yes"
"unspsc","27112015","Lawn scarifiers","271120","Yes"
"unspsc","27112004","Shovels","271120","Yes"
"unspsc","27112016","Hedge clippers","271120","Yes"
"unspsc","27112005","Axes","271120","Yes"
"unspsc","27112017","Digging bars","271120","Yes"
"unspsc","27112006","Scythes","271120","Yes"
"unspsc","27112018","Bulb planter","271120","Yes"
"unspsc","27112007","Secateurs or pruning shears","271120","Yes"
"unspsc","27112019","Pruning saw","271120","Yes"
"unspsc","27112008","Hoes","271120","Yes"
"unspsc","27112020","Sickle","271120","Yes"
"unspsc","27112009","Scrapers","271120","Yes"
"unspsc","27112021","Lawn aerator","271120","Yes"
"unspsc","27112010","Garden forks","271120","Yes"
"unspsc","27112022","Border shear","271120","Yes"
"unspsc","27112011","Tool handles","271120","Yes"
"unspsc","27112023","Hand cultivator","271120","Yes"
"unspsc","27112012","Garden riddles","271120","Yes"
"unspsc","27112001","Machetes","271120","Yes"
"unspsc","27112024","Miniature garden tool set","271120","Yes"
"unspsc","27112134","Longnose pliers","271121","Yes"
"unspsc","27112123","Bench dog","271121","Yes"
"unspsc","27112111","Alligator pliers","271121","Yes"
"unspsc","27112135","Insulated pliers","271121","Yes"
"unspsc","27112124","Tensioners","271121","Yes"
"unspsc","27112112","Tongue and groove pliers","271121","Yes"
"unspsc","27112101","Pipe vises","271121","Yes"
"unspsc","27112136","Non sparking pliers","271121","Yes"
"unspsc","27112125","Round nose pliers","271121","Yes"
"unspsc","27112113","Slip or groove joint pliers","271121","Yes"
"unspsc","27112102","Bench vises","271121","Yes"
"unspsc","27112137","Pliers set","271121","Yes"
"unspsc","27112126","Flat nose pliers","271121","Yes"
"unspsc","27112114","Diagonal cut pliers","271121","Yes"
"unspsc","27112103","Hand clamps","271121","Yes"
"unspsc","27112127","Strap wrenches","271121","Yes"
"unspsc","27112115","Locking pliers","271121","Yes"
"unspsc","27112104","Tongs","271121","Yes"
"unspsc","27112128","Curved nose pliers","271121","Yes"
"unspsc","27112116","Fence pliers","271121","Yes"
"unspsc","27112105","Tweezers","271121","Yes"
"unspsc","27112129","Round handle clamps","271121","Yes"
"unspsc","27112117","End cut pliers","271121","Yes"
"unspsc","27112106","Linemans pliers","271121","Yes"
"unspsc","27112130","Three jaw clamps","271121","Yes"
"unspsc","27112119","Light bulb changer","271121","Yes"
"unspsc","27112107","Adjustable widemouth pliers","271121","Yes"
"unspsc","27112131","Deep throat jaw opening clamps","271121","Yes"
